epoch,dsc,dsc_int,dsc_l2,l1,loss,val_dsc,val_dsc_int,val_dsc_l2,val_l1,val_loss
0,0.3318078300407188,0.2889582791538668,0.2548480121659964,0.03781526567800311,0.2580475541437257,0.26102039462259696,0.20911026928818607,0.18267465122785104,0.02367335114001581,0.18582663514874223
1,0.2558259876123928,0.21107209521575193,0.18314353361250535,0.024650393728605148,0.18631005277585103,0.22717892240694734,0.17738867565010455,0.1541986649315928,0.01972141218578837,0.15739113774157346
2,0.2264521548005794,0.1859686870384523,0.16115401707004523,0.021087751671156656,0.16437776225784514,0.19171621482942822,0.15469131143140535,0.13367404615379658,0.01578612316393076,0.13692608294248437
3,0.2090928129586225,0.17053233131794276,0.14757713142515858,0.019147240985369626,0.1508555908212391,0.18814293319845574,0.14902030050107842,0.12863336302308592,0.01552687366361123,0.13193373145864554
4,0.19769957820585093,0.16063980937115918,0.13849435350477007,0.017912761926055912,0.14182181028922292,0.17599538847974727,0.13759280182533482,0.11817224659676866,0.014330393164864931,0.12152413273878022
5,0.1895753690262513,0.1528669422244265,0.13159586726037595,0.01719378744841373,0.1349704346530433,0.17402588905269228,0.13308794420569542,0.11438610499939192,0.014344311943541563,0.11778547135173305
6,0.18417172754571318,0.14746560450893917,0.12669183543294915,0.0165646387362981,0.13012024181732956,0.1685267028821528,0.12732572578715587,0.10992480353679622,0.01369271281210682,0.11338425652674697
7,0.17566144947063442,0.13997943624674364,0.12033481323600806,0.015785044417607978,0.12382475131959386,0.15338021019196352,0.12241190308149211,0.10499990991956143,0.012562249671508383,0.10851901896284459
8,0.17269673240197564,0.13873760281587472,0.11907741040015342,0.015530891670301033,0.12262631664404566,0.15883778512585658,0.1249862482940813,0.10695627420655641,0.013200307655641657,0.11053117171082603
9,0.17052477386914128,0.13675982555805344,0.11737516164556006,0.015234132407418334,0.12097772786354322,0.1492714664262774,0.11720544690375158,0.10058963945053513,0.012139760187954483,0.10421875334328524
10,0.16469089412091725,0.13165639160154524,0.11308987775362711,0.014793420410673856,0.11674528888093981,0.14357398112201777,0.11364009846147821,0.09702209838637392,0.01171437801872933,0.10070163241490461
11,0.16210600444001125,0.12990598636972653,0.11138502486635232,0.014572258859711066,0.11508957503792333,0.14242517059829451,0.11435956040407391,0.09818842560681612,0.011625440760934977,0.10191203884650167
12,0.15780840775372995,0.12610732931948257,0.1079680340814386,0.014204151749698767,0.1117183369195228,0.14296339974121705,0.11633521874422334,0.09832492535411773,0.011819260206125169,0.10209903652729796
13,0.15685792072421262,0.12488661635356561,0.10678497627397479,0.014187810624767663,0.11058439361093766,0.13912225432015815,0.10889589316321109,0.093433905588244,0.011445892511037834,0.09725451026608098
14,0.1543569840396962,0.12335755841377688,0.10530025960991862,0.013916022886620213,0.10914563085894839,0.1389811534059558,0.10994855968832898,0.0932325375563341,0.011380326769675672,0.09709963394691601
15,0.15096799514067458,0.12004519386366269,0.10292486629179994,0.013679829146538286,0.10681264423566796,0.1340610425449984,0.10701487314420842,0.0907818565325898,0.011197910041757705,0.09468920773648583
16,0.14931818764607857,0.11890166090500319,0.10171048695441706,0.013508888349661923,0.10563861699917143,0.13765024100534165,0.10849135885079127,0.09200642626191421,0.011358250934022101,0.09595232331623436
17,0.14780432631665277,0.11710698935356768,0.09966148840849089,0.013408142916061417,0.10363283546911554,0.1326997975463462,0.10410339484073226,0.08876155922891074,0.011026420167940901,0.09275352375973701
18,0.1463231165086862,0.11627143205482242,0.09911999505994723,0.013281382828765167,0.1031318151780697,0.13261824072018094,0.10607744903360382,0.08962531994091882,0.011027762879667474,0.09365866450461513
19,0.14454023882694775,0.11420051497113957,0.09747079012781198,0.013125408455306133,0.10152674707002723,0.12613546736021944,0.10156590076564234,0.08578511450558703,0.010526158210875903,0.08986519687124733
20,0.1432954241893337,0.11382955707523786,0.09700448247318261,0.01308075798896579,0.10110389966846184,0.13337351395251737,0.1065654425178399,0.08984794311400564,0.011404970620948016,0.09396647833031728
21,0.14053087875834103,0.11103361014289723,0.09471155268933172,0.012774274506511557,0.09885544560528159,0.12676473417290726,0.0988584049966696,0.0841280153855421,0.010622740032138991,0.08829128192069662
22,0.14043146276986812,0.11124162078582707,0.09488333934427298,0.012771751880655737,0.09906615968868515,0.12589815170057858,0.10150422001366445,0.08623163884190137,0.01044496441862898,0.09043205729076631
23,0.13824808090741497,0.10915764537246768,0.09295611579547265,0.012589225523059983,0.09717891524445751,0.12302364730975081,0.0990311778798888,0.08387808141990769,0.01037830079952283,0.08812397103610708
24,0.13812494213652657,0.10936423844209275,0.09327141091894509,0.012581987636220244,0.09753890888312648,0.12231278014854899,0.09762927680767539,0.08288863715572556,0.01022434659187714,0.08717674781771005
25,0.13627683193178478,0.10764011538793944,0.09175192793874663,0.01249009159427806,0.09605942993529422,0.12380072685557005,0.09914416155590934,0.08380801483961815,0.010496754893127014,0.08813148613001942
26,0.13479528382632217,0.10644990379298798,0.09056913846501138,0.0123182652911051,0.09491078661821126,0.12307034055643444,0.09513198074588868,0.08074880954082506,0.010432268606836785,0.08510996944721813
27,0.1359331023414312,0.1077974203447815,0.09169243996814633,0.012405150752695323,0.09606998623080434,0.12266162707009468,0.09597520181272604,0.08120444478077513,0.010380750263784577,0.08560581957093917
28,0.13538771880931874,0.10668885040877492,0.09072258053644514,0.012318266889904643,0.09513937873819245,0.12012536446954056,0.09612554872005441,0.08160173901732318,0.010112026109033998,0.0860363157031549
29,0.13347887407555972,0.10517167931418098,0.08948616666209598,0.012242762929543002,0.09393561697739501,0.11771141670783504,0.09340529082283476,0.07863664935607376,0.009850630269460538,0.08310097957174774
30,0.133341352796545,0.10538025821415102,0.08924045637289886,0.01216592213113477,0.09372077659231765,0.12280043016057046,0.09433366453938631,0.08023064912955326,0.010428717065178141,0.08472726401783674
31,0.13289372305852803,0.10497270986793253,0.08904681629140586,0.01216919108784948,0.09356349166477694,0.12359839914935838,0.09453625461022634,0.0796314920464361,0.010564305536637578,0.0841654061534593
32,0.13161331372042503,0.1037164473563185,0.08825212700881066,0.011995908971980745,0.09279977437583029,0.11600510843857144,0.0911062395513381,0.07701421533545649,0.009832984358049825,0.08157908862581305
33,0.13042018944769498,0.10259614803777627,0.08727042795753262,0.011939350391544165,0.09184988281364832,0.11886529244073836,0.09160579441001862,0.07763753978242495,0.010010225111152696,0.08222829988377867
34,0.1299503756389002,0.10241496781822312,0.08700751304961951,0.011856229828295695,0.09161418464301387,0.11983737357144905,0.09309582917481175,0.07855286443804746,0.010219509380455833,0.08317277880498916
35,0.12954913921248845,0.10211548448024312,0.08675960491902385,0.011787589305187559,0.09139377537728378,0.11896681490075237,0.09126736878037381,0.07713685974236208,0.010091341562084112,0.08178238620091231
36,0.1285412937215013,0.10086536381310798,0.08567093813972095,0.011729862008775984,0.0903301869207782,0.11644141587095853,0.09145752921242395,0.07798214210730636,0.009759790933791451,0.08265929895937622
37,0.1286956626583411,0.10140755389677523,0.08628135896905662,0.011705268088291858,0.09097309636625583,0.11549783545204356,0.09180187257461479,0.07738346886507282,0.009682843981747475,0.08208687138429889
38,0.12831654264240921,0.10124427155039643,0.08621124953782389,0.011763369275396278,0.09092614298306467,0.1159375131471535,0.0900725854483263,0.07651038963691235,0.009843028013523153,0.08123287130113536
39,0.12798568014483833,0.10043366298107448,0.08522407289996795,0.011740653866243502,0.0899623049564382,0.11541718315510523,0.09173826867913251,0.0780804597330855,0.009747565807600637,0.08282646916766279
40,0.12675124168579716,0.09968760698889957,0.08456079527052757,0.01159881165710931,0.08931668640916388,0.11474844090743838,0.09139762016270375,0.07718250990551663,0.009828627528875365,0.08194509803835637
41,0.12629541265073074,0.09935036005067366,0.08421586817357599,0.011496852242660663,0.08899562453431248,0.11061192809583338,0.08821321081206193,0.07467737867125838,0.009352252812468912,0.07946881559812714
42,0.125864609800373,0.09878331216122567,0.08382243789279151,0.011572550732869065,0.08862276841179674,0.11528720243229357,0.09176439618115831,0.07756113282316704,0.009804479326466756,0.08237212676063153
43,0.1259647863291761,0.0988228072236831,0.08375136382105011,0.011542062977535081,0.0885717705994469,0.11596333536848812,0.09007145984928029,0.07566194181488249,0.009758837973545157,0.08049517311717172
44,0.1254747387623857,0.09835298555293821,0.08337282278971646,0.01143678853473509,0.08821643603188331,0.11495842715930767,0.08758398341694246,0.07435672563591084,0.009766225981503061,0.0792132237091921
45,0.12486064581026247,0.09761871922490617,0.08283550153266518,0.011461270442898968,0.08769577538534196,0.11056026138226048,0.0883974495684619,0.07468589565493818,0.009366996562183622,0.07956320652541732
46,0.12455982102030756,0.09786878143597212,0.08299441941340083,0.011444306205254207,0.08787678700929927,0.11244722222656713,0.08763186337180422,0.07444345226231794,0.009661151044016828,0.0793353827505172
47,0.12429563816975282,0.09736805462910707,0.0826923604410604,0.011378450931981705,0.08759559819555193,0.11162122873440071,0.08892241571684642,0.07512678054620014,0.00948506031486286,0.08004307560061316
48,0.12361561948110514,0.09695319578958178,0.08232863717474077,0.011364470445682028,0.08725710459207281,0.11099542841773352,0.08893161543688191,0.07459823955400584,0.00937881171276693,0.0795300389028695
49,0.12231351768673344,0.095928518356682,0.08131075917743895,0.011270078956727382,0.08625428437691404,0.10842444793045557,0.08648821600163249,0.0730009459277964,0.009242055208981935,0.07795508866966884
50,0.1217039890649235,0.09516403161706186,0.08077619022097418,0.011210344009165292,0.0857383987767244,0.1116317119033959,0.08809530785315148,0.07486673416440713,0.00949792222935547,0.0798473082002277
51,0.12168575862846435,0.09583087825533118,0.08139631222545127,0.011175888950962207,0.0863804351613305,0.11122969136477379,0.08707828697147249,0.07366453422623057,0.009438339694368868,0.07865091370370389
52,0.12171480010698706,0.09574655085578421,0.08120249644524928,0.011183371107912485,0.08620699443755793,0.11003997592303752,0.08726247497500246,0.07404882070114988,0.009243399478526558,0.07905867668862368
53,0.12171507621579884,0.09563467488355817,0.08122713823211924,0.011132970654498761,0.08624571151042937,0.11700607079960913,0.09384428835044502,0.07879352313143578,0.009964972075396018,0.08382101814167696
54,0.12137244132960714,0.09518394703896683,0.0806280651402614,0.011151585112872758,0.08566505530625941,0.10592810843294827,0.08646260944743556,0.07287755678842914,0.008933568697236365,0.07791961315455675
55,0.11941754752862424,0.09384367851222433,0.07962057988514563,0.010987599208078335,0.08467165984790467,0.10864673764178234,0.08742673037154909,0.07374967763569787,0.009188035271742964,0.07881076583406378
56,0.11995590883360827,0.09426722162548194,0.07973593513772623,0.011028407333522068,0.08480918207346866,0.10951173323475502,0.08612380534715865,0.07251877610971943,0.009348893939781847,0.07759236091228046
57,0.12119605947167073,0.0951990232858093,0.08044689583597858,0.011145032474262422,0.08553523096225754,0.10807586206216421,0.08626346333225209,0.07240831259819956,0.00902738101497481,0.07750137167802555
58,0.11996054624790674,0.09396929926700996,0.07960126747501277,0.011025420854607493,0.08470308324569226,0.10820830121160344,0.0853207011478647,0.07221960215736686,0.009156250337059057,0.07733621145135455
59,0.11936319250981886,0.09371520587048687,0.0793980333671529,0.011001819385506694,0.08451813833223402,0.10928277065051184,0.08877060908853397,0.0744038650888395,0.009196153269309355,0.07952836064050325
60,0.11935442648139086,0.0937700261382116,0.07933899033360364,0.010982089111078716,0.0844729276560197,0.10746140125970513,0.08376623318272948,0.07114803043742579,0.00913542386839383,0.07628548586760177
61,0.11826981911428235,0.09271078228878611,0.07870599650160073,0.010878163917552799,0.08385144464254252,0.10966537788627088,0.08423086073229369,0.07103492360901158,0.009318851191054236,0.07618489700710292
62,0.11753965775661832,0.09195988623291071,0.07793083848769689,0.010869382961004917,0.08309231013962233,0.10322301204733421,0.08494852159246398,0.07170427002735781,0.008658135882980174,0.07687305286751231
63,0.11819938151103439,0.09290594193027027,0.07882003926082196,0.01083069130043439,0.08399561496066588,0.10578408254385713,0.08638718538323104,0.07253243134656248,0.00888057418376423,0.0777193125451883
64,0.11759485433757288,0.09251681701071746,0.07830928824792052,0.010819047731123974,0.08350389105917078,0.10829416516047777,0.08444219813729856,0.0714252492353419,0.009183647400728186,0.07663431364623016
65,0.1172555353391653,0.09199139992630344,0.07802545724282377,0.010738448320239726,0.08323767174387771,0.10653111317058583,0.08589113988274188,0.07192243934755516,0.00906231222789894,0.0771420645410214
66,0.11731653637970398,0.0919248013070971,0.07777704184770552,0.010844313472667143,0.08300280714963211,0.10748824306986575,0.08504411173538676,0.07147868519234614,0.009133950979215884,0.07671082198098886
67,0.11778131088217472,0.09233229226127958,0.07839461664225646,0.010837668380758713,0.08363827974546757,0.10523826941946603,0.0834225683667848,0.0706280252619491,0.00888866910990496,0.07588510956298594
68,0.11595373800814679,0.09119233202575615,0.07741031221120839,0.010727397087313429,0.08267230550598535,0.10541113859436611,0.08415796603241765,0.07042362243206549,0.008863477717867236,0.07568707548400737
69,0.11594469307519194,0.09115176158252014,0.07728943870338222,0.010694068998320034,0.08256350058280441,0.10445642593468867,0.08155724884085515,0.06920851192663346,0.008942970860639454,0.0745004411021078
70,0.11599989441684985,0.09078174298896255,0.07677844253522689,0.010693857986984225,0.08206975715461029,0.10914788828548572,0.08513103242943343,0.07175722742714818,0.009303658595505143,0.07705474431801086
71,0.11615731405192616,0.09128008981658926,0.07724467577191564,0.010684254987370518,0.0825488028208633,0.1089054369437831,0.0856744496667148,0.07215543746085969,0.00943267491779157,0.07746403345039912
72,0.11513743534408603,0.09049778634343317,0.07657027272924409,0.010598055283728456,0.08188435547523094,0.104740873545031,0.08554143486898157,0.07150596230234131,0.008824619018282425,0.07682000570821072
73,0.11543259951998676,0.09041230088582597,0.07657667294172588,0.01061008234314383,0.08190470609211851,0.10607254833899182,0.08385775787974784,0.07065048577368367,0.009069768470532927,0.07598270768678066
74,0.11599873831479168,0.09097772841477834,0.07692003732981997,0.010685811573861672,0.08226190813742448,0.10752989517467577,0.08513138524069709,0.07160626213285778,0.009138521822556773,0.07696308376354004
75,0.11376326382998901,0.08896729586028407,0.07550303961086197,0.010503849201852915,0.08086485446749504,0.1045466966572262,0.08354007033266311,0.07049136096415137,0.008867754264677986,0.07586572983489114
76,0.11361225358732455,0.08915339063636357,0.07576093163527997,0.01052545454488886,0.08113502124556585,0.1023674051200431,0.08149227175711149,0.06884327858255311,0.008645220446911758,0.07421837612366805
77,0.11483763394758996,0.08987652335672397,0.07628054749515158,0.010571329654984453,0.08166641455030862,0.10297788343223338,0.08220226230743134,0.06957364800672994,0.008724515648550877,0.07497388425812511
78,0.1139269089134057,0.08936261068465434,0.07568633657510944,0.010517862724767825,0.08108540784934033,0.10870711749723835,0.08711524293356591,0.0728002494002337,0.009317582795388588,0.07820607241267824
79,0.11405629909284566,0.08940350948661942,0.07568918394198912,0.010550161601470834,0.08109942407885687,0.1046589241374897,0.08091972091062878,0.06832884710154094,0.008762222611428996,0.07374291512677295
80,0.1131693925803387,0.08876369599900946,0.0753476013609437,0.010452596574304843,0.08076611114703308,0.10371778964672985,0.08127054687973388,0.0685927403160001,0.008794266056334528,0.07401447938536218
81,0.1129353294227421,0.0886567088187987,0.07511152789701617,0.01045914715432036,0.08054105319528054,0.1030507273051378,0.08207375380183071,0.06952668613046317,0.008771963531489362,0.07496796879129211
82,0.11362803327401437,0.08869693940892293,0.0752212625097746,0.010439255178230309,0.08066428720619588,0.10407378326488446,0.08410524844117305,0.07078306589807783,0.008944444194707779,0.07623468923274115
83,0.11267107675419644,0.08849159520517819,0.07495305917436206,0.010406486286537852,0.0804116391074846,0.10683326326162432,0.08227150391219178,0.06963292890603892,0.009047615969460401,0.07509445053912057
84,0.11376799128827829,0.08922513607510994,0.07568802695828224,0.010491887739772405,0.08115586221090305,0.09816379422089506,0.08105431203385158,0.06819095873487793,0.008242271781066514,0.07366342512489873
85,0.11215531429626832,0.08819489021086878,0.07471198729194223,0.010328541531523825,0.08019137609759018,0.10453348383621827,0.07926541928150267,0.06672250924294006,0.009011058524731523,0.07220141356782858
86,0.11348350238053992,0.08884527430605293,0.07532917847345164,0.010414492555563714,0.0808160073717712,0.10412892959270943,0.08284332008157745,0.06979654423977827,0.008834330612067145,0.0752902783188495
87,0.11269944161775763,0.08834634690126891,0.07493049726968506,0.010303548102860428,0.08043280245970383,0.10082595446441747,0.0808680781071771,0.06798287171190083,0.008633969393752475,0.07348819956803193
88,0.11229102490647042,0.08788218367989598,0.07447657465866858,0.010330331102672579,0.07998952962292388,0.10037602078688296,0.07972528863386119,0.06773803699952496,0.008615691927185865,0.07326551740556829
89,0.11177020531953484,0.08763249439325387,0.07425988196859376,0.010319648291820801,0.07978695628730742,0.09890108909895795,0.08119637647114869,0.06824269641534329,0.008482904278972445,0.07378775247829085
90,0.11210812626871339,0.08797775696003543,0.0744653363404853,0.01033197126456885,0.08000184017171395,0.10325614978672151,0.08448993115988462,0.07028575426146091,0.008717416389326039,0.07583146798298113
91,0.11121251453657759,0.08713845361380596,0.07374919870285718,0.010275914522970738,0.0793011905288479,0.10592794930309758,0.08051184808241452,0.06847888668926097,0.008891717788458518,0.0740347796486328
92,0.11205213290497688,0.08776223872588806,0.07423595320687988,0.010276440680785846,0.07979785498402388,0.10008322173586949,0.08027785836823954,0.06780537660893293,0.008537455134637174,0.07336744274483739
93,0.11151217824810154,0.08722137522997789,0.07386788323469694,0.010311293345582737,0.07943079169091767,0.10613803839453594,0.08600698467153178,0.07181953753761817,0.009042806854340203,0.0773908769540071
94,0.11173545204939711,0.0875463503370717,0.07402869752283488,0.01026067669328409,0.0796053723525231,0.09772235505404137,0.08033420904940909,0.06779328303893263,0.00830625929331352,0.07336986657723811
95,0.11198096716573301,0.08785916743258375,0.07438351826193633,0.010314877352549231,0.07996904898531729,0.10070832250634182,0.07990145261583018,0.06755979972846038,0.008501945796909374,0.07315808362616624
96,0.11193165276524082,0.08745450919473564,0.0740921946995797,0.010307381873143099,0.07969358731765142,0.09981529245791915,0.07971601417224188,0.06740404049753065,0.00846200858732891,0.07300882929775498
97,0.11101744746920635,0.08678252779045204,0.07342345427089708,0.010198916815305182,0.07903357778025101,0.1010832950661454,0.08084732779111396,0.0686966434812747,0.008566719670726673,0.07431195361956262
98,0.11068262918261924,0.08672856794596837,0.07344473079765523,0.010187533629283856,0.07906228139561196,0.09908027575093627,0.0800614101950342,0.06690951804571514,0.00842961595596374,0.07253110992164767
99,0.11046381738047854,0.08645202355078416,0.07324866958100301,0.010202764956811276,0.07887493665433704,0.09927746663437038,0.07837945711476174,0.0663351922454857,0.008420976237553907,0.07196319179363535
